Trial.Name,Ecotype,Ecotype-Control,Control,Day,Total.Infections,Ntot,Nobs,Ncens,ycens
Test4LL,XI-B,XI-B,0,1,0,12,12,0,11
Test4LL,XI-B,XI-B,0,2,0,12,12,0,11
Test4LL,XI-B,XI-B,0,3,0,12,12,0,11
Test4LL,XI-B,XI-B,0,4,0,12,12,0,11
Test4LL,XI-B,XI-B,0,5,0,12,12,0,11
Test4LL,XI-B,XI-B,0,6,0,12,12,0,11
Test4LL,XI-B,XI-B,0,7,6,12,12,0,11
Test4LL,XI-B,XI-B,0,8,6,12,12,0,11
Test4LL,XI-B,XI-B,0,9,12,12,12,0,11
Test4LL,XI-B,XI-B,0,10,12,12,12,0,11
Test4LL,XI-B,XI-B,0,11,12,12,12,0,11
Test4LL,XI-K,Col,1,1,0,12,12,0,11
Test4LL,XI-K,Col,1,2,0,12,12,0,11
Test4LL,XI-K,Col,1,3,0,12,12,0,11
Test4LL,XI-K,Col,1,4,0,12,12,0,11
Test4LL,XI-K,Col,1,5,0,12,12,0,11
Test4LL,XI-K,Col,1,6,0,12,12,0,11
Test4LL,XI-K,Col,1,7,4,12,12,0,11
Test4LL,XI-K,Col,1,8,8,12,12,0,11
Test4LL,XI-K,Col,1,9,9,12,12,0,11
Test4LL,XI-K,Col,1,10,11,12,12,0,11
Test4LL,XI-K,Col,1,11,12,12,12,0,11
Test4LL,XI-K,XI-K,0,1,0,16,14,2,11
Test4LL,XI-K,XI-K,0,2,0,16,14,2,11
Test4LL,XI-K,XI-K,0,3,0,16,14,2,11
Test4LL,XI-K,XI-K,0,4,0,16,14,2,11
Test4LL,XI-K,XI-K,0,5,0,16,14,2,11
Test4LL,XI-K,XI-K,0,6,0,16,14,2,11
Test4LL,XI-K,XI-K,0,7,2,16,14,2,11
Test4LL,XI-K,XI-K,0,8,6,16,14,2,11
Test4LL,XI-K,XI-K,0,9,8,16,14,2,11
Test4LL,XI-K,XI-K,0,10,12,16,14,2,11
Test4LL,XI-K,XI-K,0,11,14,16,14,2,11
